objectid,parentid,filename,title,tour_site_number,creator,date_of_construction,narrative,structure_type,house_type,architectural_style,architect,subject,location,latitude,longitude,source,type,format,language,rights
coll046,,1400.png,A Walk Through Bloomington's African American History,,"City of Bloomington, Indiana",1869; 1905; 1925 ,"Since its inception, the city of Bloomington has maintained a deeply rooted African American history. Two African Americans, William Cooley and Aaron Wallace, purchased lots in the November, 1818 land sale. Literally, it was the second such sale of parcels in the city’s short history. No more information is available about these families, but census data from the 1860’s through the 1880’s document that the city attracted many African Americans primarily from Virginia, North and South Carolina, Ohio, Tennessee, and Kentucky in the first waves of migration to the north. Although the Indiana State Constitution of 1816 outlawed involuntary servitude and African American citizens were free to live and work anywhere in the state, there were still those born into slavery in the south who fled to the north and were returned for bounty.

Bloomington’s citizens were active participants in what has come to be known as the Underground Railroad, a conduit of escape organized by citizens who opposed slavery and assisted in hiding individuals fleeing to freedom in the North. The path of escape led from Walnut Ridge, south of Bloomington, to northern stops in Martinsville, Morgantown and Mooresville. In 1917, Henry Lester Smith, the son of an abolitionist, recounted his relative’s stories of these harrowing times. Bloomington was also the destination of a generation of Scotch Irish Presbyterians from South Carolina who belonged to the Covenanter Church and settled here in the first half of the nineteenth century. Their houses, the Faris and Smith homes on the southeast side, now are landmarks along the trail to freedom. The stories of Lester Smith also recount the heroics of a Mrs. Myrears an African American who lived on the west side of town. It was on the west side, in a house that still stands at the corner of 7th and Rogers, where the local Knights of the Golden Circle (southern sympathizers) purportedly met. Another prominent early resident, Robert Anderson, has a grave located in Covenanter Cemetery. Once an escaped slave, he chose to stay in Bloomington after emancipation. He joined the Presbyterian Church that supported his freedom and his heirs still reside on land near the cemetery at High and Hillside Streets.

After the Indiana legislature passed legislation in 1869, “colored” students were required to be educated in public schools. Prior to this, the Bloomington’s Center School had been integrated and “colored” students occupied the upper floor. In 1874, “colored” students first began to attend a segregated grade school in Bloomington, in the same Center School building on the south east corner of 6th and Washington. White students moved to the recently completed “Central School” on South College. In 1881, there were 54 students under the age of 21 at Center School. T.C. Johnson, an eminent educator was the last principal of the Center School and first principal of the Banneker School which replaced it. He later went on to teach at Crispus Attucks High School in Indianapolis, now a National Historic Landmark. Elementary education in Bloomington remained segregated until 1951. Three early African American churches were founded in Bloomington, two of which date from the 1870’s. In the early twentieth century the congregations prospered and built impressive architect-designed limestone edifices on the west side of town. Taylor Chapel, which remained on the east side, closed in the 1930’s. The city’s African American community shifted from the east side to the west after the Shower’s Brother’s Furniture Factory fire of 1884 and the relocation of the University to Dunn’s Woods from Seminary Square. An early urban neighborhood that was commonly called “Bucktown” was located in the area between Grant to Indiana and south of 10th Street to 8th Street. Many of the residents in this area rented. It was also where Hoagy Carmichael visited house parties near his childhood home and heard the indigenous jazz that proved so influential in his music. These lives, filled with hard work, play and  striving for the future, were a catalyst for creativity. George Shively, the left handed lead hitter for the Indianapolis ABC’s, lived in this neighborhood. Later, following an opportunity to purchase their own homes, many in the African American community settled into an area north of Kirkwood and west of College, occupied primarily by the working classes of Bloomington.

A second but parallel story is that of African Americans at Indiana University. Marcellus Neal was the first African American student to graduate from IU in 1895. Preston Eagleson, a Bloomington native, was the first to play football and baseball at IU, graduating in 1896. The Eagleson family moved from Orange County, Indiana to Mitchell and on to Bloomington in the early 1890’s. Preston Emmanuel Eagleson (AB 1896; MA 1906) was later the first of his race to receive a Master’s Degree at Indiana University. It is thought that more degrees were conferred upon the Eagleson family from Indiana University than any other African American family—20 degrees and 2 honorary degrees. Wilson Vashon Eagleson (BS 1922; MS 1926 in Chemistry) married Frances Marshall (AB 1919, English), the first African American female to graduate from IU. The Marcellus Neal-Frances Marshall Black Culture Center on IU’s campus is named for her. After rearing 9 children, Elizabeth Eagleson Bridgwaters (AB 1930) became a civic leader and was the first African American elected official in Monroe County. She served on the Monroe County School Board and was instrumental in the establishment of the Aurora Alternative High School.

The number of students continued to grow but were barred from university housing until 1947, when returning soldiers began to attend college on the GI Bill. A small enclave of private houses on the east and west sides opened up for boarders, along with an unofficial dining hall and several sorority and fraternity houses. In 1911, one of the first African American fraternities in the United States, Kappa Alpha Psi, was founded and incorporated on the IU campus by Elder Watson Diggs. Samuel Dargan, curator of the IU Law Library for 40 years, owned several properties near 8th and Lincoln where students resided. George Taliaferro lived in this neighborhood at May’s House with other student athletes in the 1940’s. Upon returning after his service in World War II, he worked with Herman B Wells, then president of the University, to integrate restaurants and theaters in Bloomington.

The small community of African Americans who raised their families in Bloomington made use of the opportunities provided by IU. Many sent their children to the university and many had to leave Bloomington to pursue professional careers. With dignity and patience, individuals like Reverend Ernest Butler, a civil rights activist who marched with Martin Luther King, and Elizabeth Bridgwaters, Bloomington’s first African American school board member, became part of the city’s political conscience. Others like Clarence Gilliam, a chemist by profession and long-time president of the NAACP, struggled to provide opportunities for advancement and a better quality of life. Three landmarks on the Westside, Second Baptist Church, Bethel A.M.E.Church, and the Banneker School, hold many stories and are monuments to Bloomington’s African American community which thrived through the 1960’s and faded as broader opportunities appeared and the local culture of lodges, clubs and social organizations began to dissolve. The legacy that remains is a testament to this community’s achievement in the face of significant obstacles.

In Appreciation:

Financial support for this publication was provided by the Department of Housing and Neighborhood Development and Community and Family Resources Departments, City of Bloomington. Archival Photographs are courtesy of the William H. Mathers Museum, Elizabeth E. Bridgwaters Collection, Indiana University Archives, 1910 Indiana University Arbutus Yearbook, the family collection of Agnes Davis, and the Herald Times Archive.

Special thanks to: Betty Bridgwaters, Beverly Calender-Anderson, Frances V. Halsell Gilliam, Laura Haley, Nancy Hiestand, and Doris Sims.
",Commercial; House,Carpenter-Builder ,Functional Commercial; Greek Revival ,,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's African American History",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll047,coll046,1405.png,Mays House; 418 East 8th Street,No. 5,,1905,"For over twenty years, Ruth Mays opened her small bungalow on the east side to African American male students enrolled in the university, but barred from its housing. When black students were refused service at local restaurants, Mays also served meals providing a kind of informal student union for that community. Mays is remembered fondly by athletes of the era before 1947 when the dorm system was finally opened to all students. George Taliaferro, famed Indiana University running back, stated that the small home held up to 16 people during this time, as many as four to a room. Along with Dargan House, the Elms, and the now demolished “Do DropIn” House this area of the east side was the focus of African American student life in the 20’s, 30’s and 40’s.",House,Carpenter-Builder ,,,residential architecture; vernacular architecture,"Bloomington, Indiana",39.16934971,-86.5288971,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's African American History",Image;StillImage,image/png,eng,
coll048,coll046,1406.png,The Elms; 425 North Dunn Street,No. 6,,1925,"In the era before dormitories at the University were integrated, fraternity and sorority chapters were loosely located on the northeast side of town. “The Elms” primarily served as a female dormitory, but for several years it was an early location of Kappa Alpha Psi. The Kappas also occupied properties at 417 East 9th Street and had their initial meetings at 527 East Kirkwood. Ultimately they purchased a permanent location. Samuel Dargan’s property at 318 North Grant was called the location of Alpha Kappa Alpha, but in fact housed women students not in the sorority. It wasn’t until the 1960’s that many of the Greek organizations found permanent quarters.",House,,,,residential architecture,"Bloomington, Indiana",39.17030828,-86.52842907,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's African American History",Image;StillImage,image/png,eng,
coll049,coll046,1409.png,Evans Barber Shop; 210 West Kirkwood Avenue,No. 9,,1925,"Pleasant Evans arrived in Bloomington in 1884 and spent the following sixty years in the barbering business on Kirkwood. He was called the “Dean of Bloomington Barbers” and was active in republican politics. In 1914 he purchased his own building just west of the square. He was the first African American to own a downtown building in Bloomington, one that initially housed the First National Bank. Many local families, including the Eaglesons, the Drakes and the Evans were originally in this business. Clientele were segregated because proprietors feared that their business might be affected. Herman B Wells integrated the student union barber shop in 1948 hiring John Plew as its first black barber. ",Commercial,,Functional Commercial,,commercial architecture,"Bloomington, Indiana",39.16675576,-86.53542382,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's African American History",Image;StillImage,image/png,eng,
coll050,coll046,1414.png,Blair House; 823 North Maple Street,No. 14,,1869,"One house on the west side illustrates Bloomington’s substantial history in the Underground Railroad. James Blair was among a group of families of Scotch Irish descent who moved from South Carolina to Bloomington in the early settlement years. They were members of the Presbyterian church holding strong abolitionist opinions. Called the Covenanters, many settled southeast of town, where their first church was built. The Smith’s, Faris’s and Blair’s were all believed to be activists in the Underground Railroad and harbored fugitive slaves in the years before the Civil War. Blair founded his farm northwest of town in a grove of maples. The house still stands on North Maple Street. A cemetery associated with the church stands at High and Hillside surrounded by dry laid limestone walls and ancient oak trees. Robert Anderson was hiding with the James Faris family when the Emancipation Proclamation was signed by Lincoln. He decided to stay as a free man and tended to church property, eventually becoming a member. Although there is a legend that the land was left to them, relatives say that land adjacent to the cemetery was purchased from the church, after the original brick building burned. Anderson, born into slavery in Kentucky in 1847, is buried here. Jared Jeffries, an NBA player born in Bloomington, is his great-great grandson. Relatives of Robert Anderson still make their homes on the land to the north. ",House,,Greek Revival ,,residential architecture; Greek revival architecture,"Bloomington, Indiana",39.17502976,-86.5423351,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's African American History",Image;StillImage,image/png,eng,
coll051,,1100.png,A Walk Through the Showers Brothers Furniture Factory,,"City of Bloomington, Indiana",1906; 1910; 1915; 1923; 1995,"The site of Bloomington, Indiana’s City Hall was once home to the Showers Brothers Furniture Factory. At its peak in the 1920s, the Showers Brothers Company produced more than 700,000 pieces of furniture a year, enough to fill 16 train-car loads a day. Producing more than half of all the furniture made in the United States, the company declared itself “the world’s largest producer of bedroom and dining room furniture.” Showers Company expanded the market for its products by selling through the Sears Roebuck and Montgomery Ward catalogues. This was a very innovative marketing strategy for the day, allowing them much broader contact with potential customers than selling through local furniture stores.

Charles C. Showers, a cabinetmaker and part-time preacher, founded the Company in 1856 and later turned it over to his sons. The Company remained in the family for three generations. Showers Company was a major employer in Bloomington, with as many as 1,200 workers. It accounted for a quarter of the City’s tax revenues. The company was so important to the local economy that the City paid almost half the cost of a new factory on Morton Street after a fire destroyed its production facility on Grant Street. By 1910, the new plant occupied a seven-acre complex at its location on Morton Street.

As a family-run business, Showers was known for its liberal employee benefits and was exceptional in its hiring of women and African-Americans. The Showers brothers established a bank “solely for the benefit of its employees...” to both encourage and enable them to own their own homes. The brothers also sponsored a number of company events including professional performances in the auditorium (601 N. Morton), the Showers Brothers orchestra, basketball and baseball teams, and boxing leagues. The brothers provided employees with a company grocery store and a subsidized cafeteria. They were so highly regarded in the community that, when the eldest brother, James, died in 1913, business in Bloomington virtually stopped so that, “*...all classes of people could pay their last respects to this pioneer, industrial leader and banker who, during his life, gave such outstanding service to the community.”

Business declined during the Great Depression and then resurged briefly around World War II. In the 1940s, the furniture industry began moving to the south to take advantage of cheap labor. At the same time, the trucking industry emerged and became the preferred means for transporting goods. When the Showers Company did not make the necessary investments to switch from train to truck distribution of its products, the company could no longer compete. After a long and illustrious history, the Showers Company shut down in 1955. The Stork Line Furniture of Chicago bought the business and ran it for a few years. In 1959, the Morton Street factory was sold to Indiana University to be used for storage until 1994. Two fires in 1966 destroyed a large part of the remaining Showers complex including the north section of the existing facility.

Plant No. 1 was designed by Chicago engineer Charles H. Ballew and constructed in 1910 around the existing factory. It is the largest remaining historic industrial building in Bloomington, Indiana. The building is one of many industrial and commercial structures built near the original location of the Louisville, New Albany and Salem Railroad which ran north and south through the core of Bloomington. The red brick masonry walls, heavy timber frame construction, structural wood floor decking, double-leaf doors, wood frame and steel sash windows and sawtooth roof were functionally designed to accommodate the company’s manufacturing process. The building had to be substantial enough to support both heavy machinery and inventory. Windows and the sawtooth roof with clerestories provided the buildings only light until being electrified in 1896. The double leaf doors facilitated movement of goods. Today, Plant No. 1 is one of the few remaining buildings in the Showers complex which, at the height of production, covered 15 acres.

Historic industrial buildings usually possess solid construction, open floor plans and an abundance of natural light, features that make them adaptable to a variety of new and interesting uses. In 1994-1996 the City of Bloomington, CFC, Inc, a local developer and Indiana University joined forces to revitalize the industrial building. The City of Bloomington used the space for its new City Hall; CFC, Inc, for commercial offices; and Indiana University for a Research Park. The building was separated into three different sections for the three owners and then subdivided for office use. The historic rehabilitation was guided by the Secretary of the Interior’s Standards for Rehabilitation and maintained the building’s historic integrity. As one observer wrote, “...The factory represents a model of adaptive reuse and urban planning that seeks to reclaim and revitalize Bloomington’s downtown indus- trial sector and preserve the city’s historic identity and legacy.” The collaborative effort to revitalize the Showers building breathed new life into the city’s west side and sparked other rehabilitation projects in the area.

Showers Plaza, once the home of an industrial giant, is again bustling with activity and is a source of civic pride prompting the restoration project to be called “The Miracle on Morton Street.”

In Appreciation:

Financial support for this publication was provided by the City of Bloomington Housing and Neighborhood Development Department.

Researched and written by Lauren Iannucci, with assistance provided by Nancy Hiestand, Diana Hoffman, Eryn Brennan, Liz Knapp, Lisa Simmons. Additional archival information was gathered at: The Indiana Room, Monroe County Public Library and The Monroe County History Center. Photographs courtesy of Indiana University William H. Mathers Museum. China cabinet from the collection of Audra Page.

The buildings and features shown here are representative and are not intended to be an exhaustive list of historic resources in the district.

Please respect the privacy of the buildings’ occupants by viewing all listed features quietly and from an appropriate distance.
",Commercial; Monument,,Functional; Industrial,,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Showers Brothers Furniture Factory",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll052,coll051,1101.png,Showers Brothers Co. Furniture Factory--Sawtooth Roof; 401 North Morton Street,No. 1,,1910; 1923,"The sawtooth roofline of the Showers Brothers factory is its most striking feature. The building was one of the first in the world with a sawtooth roof and skylights. This unusual roof was more than an architectural design feature. The transom windows, which stretch the entire length of the building, provided an abundance of natural light and ventilation. The windows improved working conditions and helped increase productivity and profits. The roof is wood framed and supported by heavy timber beams. The transom windows were repaired in a rehabilitation project that began in 1994 and ended approximately two years and $28 million later.",Commercial,,,,commercial architecture,"Bloomington, Indiana",39.17037258,-86.53696225,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Showers Brothers Furniture Factory",Image;StillImage,image/png,eng,
coll053,coll051,1102.png,Limestone Sculpture; 401 North Morton Street,No. 2,,1995,"Commissioned by Dallas artist Brad Goldberg, this sculpture, resembling a giant chalice, is made of 80 tons of limestone and towers 12 feet tall. It was installed in the spring of 1995. It is also a working fountain spilling water from its top, down the sides into a 9-foot basin, out into a stream and back again. ",Monument,,,,monuments,"Bloomington, Indiana",39.17037258,-86.53696225,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Showers Brothers Furniture Factory",Image;StillImage,image/png,eng,
coll054,coll051,1108.png,Administration Building; 601 North Morton Street,No. 8,,1915,"Constructed in the 1920s, the Showers administration building contained offices for management and an auditorium on the second floor. There the brothers sponsored a number of company events including professional performances in the auditorium. The marble fireplaces and paneled wood interiors testify to the success and sophistication of its owners and growth of the company. The former administration building was purchased by Indiana University in the 1950s and currently houses the Indiana University Press. ",Commercial,,Industrial,,commercial architecture,"Bloomington, Indiana",39.17181807,-86.53634863,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Showers Brothers Furniture Factory",Image;StillImage,image/png,eng,
coll055,coll051,1112.png,Railroad Depot; 301 North Morton Street,No. 12,,1906,"Proximity to railroads was extremely important to 1900s industrial companies. The building is one of many industrial and commercial structures built near the original location of the Louisville, New Albany and Salem Railroad, which runs north and south through the core of Bloomington. At the height of Showers’ success, the railroad, then named the “Monon” shipped 16 train-car loads of furniture a day and accounted for 60% of the United States furniture production. ",Commercial,,Functional,,commercial architecture,"Bloomington, Indiana",39.16884315,-86.53632878,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Showers Brothers Furniture Factory",Image;StillImage,image/png,eng,
coll056,,0700.png,A Walk Through the North Indiana Avenue Historic District,,"City of Bloomington, Indiana",1890; 1901; 1905; 1907,"In 1857, Moses Dunn, an attorney and farmer, inherited a 160-acre tract of land that encompassed what is now the North Indiana Avenue Historic District. In 1873, he platted 63’ by 142’ lots in the Dunn Addition, a narrow strip of his land adjoining the eastern edge of the original plat of Bloomington. One year earlier, Jacob Young platted an addition to the city to the north of the original plat (replatted in 1927 by Fred and Hallie Prow as Prow’s Gardens), which bordered the Dunn Addition to the east. The area began to grow after Indiana University moved to its new location in Dunn Meadow in 1884 and the city expanded in this northeasterly direction. The Margaret McCalla School, the northern anchor of the district, was built in 1907 in response to this growth. The former Sigma Pi House (201 North Indiana) anchors the district on the south and exemplifies the district’s association with the university.

The district is characterized by cottages and larger houses in the Queen Anne, Free Classic and period revival styles. They were built and occupied by Bloomington business owners, professionals and Indiana University professors and employees. The period revival houses include Tudor, Colonial and Dutch Colonial Revival styles built in the 1920s and 1930s. Two Classical Revival style structures in the district, the McCalla School and a late nineteenth century house, were designed by Bloomington architect John Nichols. American styles of architecture are present in Craftsman style bungalows, American four-squares and a Prairie style house. Cut limestone retaining walls and brick sidewalks add to the historic character of the district.

Downtown Bloomington businesses owned and operated by residents of the district were Reed’s Steam Laundry, the Vermilya Pharmacy and the Wylie furniture store. Professionals in the neighborhood included a judge, a State Supreme Court chief justice, a politician, an engineer and Indiana University professors. An Indiana Limestone Company estimator, Showers Brothers furniture factory employees and other working class people also lived throughout the district. Indiana University Professor of Philosophy and Physiology Ernest Lindley, for whom Lindley Hall on the I.U. campus is names, lived with his wife, Elisabeth, at 515 East Eighth. Their house became the home of the Sigma Phi Upsilon and Sigma Delta Tau sororities in the 1930s. The district’s most famous resident was Hoagy Carmichael, who lived with his family for a time in a modest L-shaped house at 214 North Dunn.

In Appreciation:

Financial support for this publication was provided by the Housing and Neighborhood Development. This brochure was first published in 1988 and has gone through four editions. (Last update 8/2017) It was originally funded through a grant from the Indiana Division of Historic Preservation and Archaeology.

Research and design assistance by William Coulter, Nancy Hiestand, Ellen M. Campbell. Updates and photographs taken by Stacy Hardy. A special thanks to Bethany Emenhiser for her assistance.
",House; School,Bungalow; Carpenter-Builder; Gabled-ell ,Classical Revival; Dutch Colonial Revival,John Nichols,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Indiana Avenue Historic District",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll057,coll056,0709.png,409 North Indiana Avenue,No. 9,,1905,"The only Dutch Colonial Revival house in the district, this gambrel roof, two-story, wood frame house was the home of Herschel Black, an assistant to the manager at the Showers Brothers Co., and his wife, Emma, in the 1920s. In the late 1920s and throughout the 1930s and 1940s, this was the home of Arthur Berndt, director of welfare at Showers Brothers and late director of safety at Indiana University, and his wife, Ruth.",House,,Dutch Colonial Revival,,residential architecture,"Bloomington, Indiana",39.16992948,-86.52726657,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Indiana Avenue Historic District",Image;StillImage,image/png,eng,
coll058,coll056,0712.png,527 East Ninth Street / 501 North Indiana Avenue,No. 12,,1907,"Built in 1907 in response to the northeastward development of Bloomington, the McCalla School served as an elementary school for many years. The school was named for Margaret McCalla, a popular Monroe County teacher. In 1974 it became classroom and studio space for Indiana University art students. The oldest part of this large brick Classical Revival school was designed by architect John Nichols and has two full stories on a raised limestone foundation. Architect Alfred Grindle designed the historic addition. ",School,,Classical Revival,John Nichols,,"Bloomington, Indiana",39.1709137,-86.52748406,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Indiana Avenue Historic District",Image;StillImage,image/png,eng,
coll059,coll056,0720.png,501 East Seventh Street,No. 20,,1901,"Built by limestone company clerk Glen Hepley, this bungalow is one of the oldest of its kind in Bloomington. The house passed to his daughter Ola and remained in the family for seventy years.",House,Bungalow,,,residential architecture,"Bloomington, Indiana",39.16871773,-86.52806536,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Indiana Avenue Historic District",Image;StillImage,image/png,eng,
coll060,coll056,0724.png,Hoagy Carmichael House; 214 North Dunn Street,No. 24,,1890,"During his childhood, Hoagy Carmichael and his family lived for a time in this wood frame L-shaped cottage. After graduating from Indiana University, he went on to become a celebrated composer of popular music and is best known for his composition Stardust. ",House,Carpenter-Builder; Gabled-ell ,,,residential architecture; vernacular architecture,"Bloomington, Indiana",39.16814921,-86.5280329,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the North Indiana Avenue Historic District",Image;StillImage,image/png,eng,
coll061,,0900.png,A Walk Through the Monroe County Courthouse,,"City of Bloomington, Indiana",1910; 1978,"Monroe County was founded in January of 1818. That same year David Rogers conveyed his wheat field to the county for the purposes of laying out the public square of Bloomington. The original plat anticipated a courthouse placed in an open central square with major streets intersecting at each of the four-corners. Later known as the Shelbyville plan, it allowed the orientation of business buildings to face the governmental center of town. By August of 1818, a temporary log building was constructed at what is now 106 S. Walnut Street. It was later the location of jails built in 1870 and 1936. Known as a dogtrot, the building consisted of two rooms separated by an open passageway.

In 1819 the county began construction of a brick courthouse. Completed in 1826, the simple, two-story square building topped with a tower was sited in the center of the square per the original plan. Thirty years later, two wings and a four-columned porch were added. A clock tower was added in 1875 and the building was remodeled in the Mansard style.

Ground was broken in 1906 for the third and present courthouse. It was designed in the style of Beaux-Arts Classicism, by the Fort Wayne architectural firm of Wing and Mahurin, who also designed at least three other Indiana courthouses. The contractors were George W. Caldwell and Lester Drake of Columbus, Indiana, noted for their completion of both West Baden Hotel, West Baden, Indiana, and the Palace of Agriculture at the St. Louis World’s Fair. The building was dedicated in 1908.

In 1962 the interior was altered to provide additional work space, but by the mid-1970s the county found itself again in need. Many options were explored, including demolition, because the building was “not considered to be of any major historical significance.” A small group of local citizens began efforts to counteract this opinion. Their first step was to list the courthouse on the National Register of Historic Places in 1976. A plaque located to the left of the south entrance commemorates this event. The “Save Our Courthouse Committee” of Bloomington Restorations, Inc. continued to push for restoration of the building. Despite this, the integrity of the historic courthouse was threatened by new proposals, including construction of east and west wings and underground additions as well as the desire to replace it with a new building. At long last, the County Commission approved emergency restoration of the dome, which seemed to be a first step. Still, talk returned to demolition. Not until 1983 was the long argument over and the courthouse finally approved for restoration. The building now houses the administrative offices of county government and a new Justice Building was constructed in 1986 at 7th Street and College Avenue for court procedures.

Today the courthouse serves as a tribute to the history and heritage of Monroe County’s citizens past and present. Its art, architecture and monuments demonstrate the pride Hoosiers have for their state. Its restoration exemplified that pride locally and was the beginning of a historic preservation ethic that began downtown and has now spread throughout the city and county. Welcome to the Monroe County Courthouse!

In Appreciation

This project is a cooperative effort of the City of Bloomington and The Monroe County Convention and Visitors Bureau. It was researched and written in part by Danielle Bachant-Bell. Other assistance was provided by Bradley Cook, Tom Kavanagh, Jane Marie Lind, Valerie Pena, Laura Newton, Nancy Hiestand, and Kari Price.

Many thanks for the photographic services of:

The Herald Times, Bloomington, Indiana

Indiana University Archives

Additional information gathered from the archives of: 

William Hammond Mathers Museum, Indiana

University Indiana Room, Monroe County Public Library, Monroe County Historical Museum

April 2002
",Monument,,,,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Monroe County Courthouse",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll062,coll061,0901.png,Monroe County Courthouse--Center of Population Stone,No. 1,,1910,"The Center of Population stone is located on the south side of the square to the east of the sidewalk. In 1910 the center of population for the United States was located in Bloomington. Originally sited at the Showers Brothers Furniture Factory at 8th and Morton Streets, now City Hall, it was moved to the courthouse lawn when the center of population shifted further west.",Monument,,,,monuments,"Bloomington, Indiana",39.16698011,-86.53417631,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Monroe County Courthouse",Image;StillImage,image/png,eng,
coll063,coll061,0907.png,Monroe County Courthouse--Peace Memorial,No. 7,,1978,"The “Peace Memorial,” carved by Bill Dahman, was erected in 1978. The artist’s intention was for the monument to serve as a compliment to the “Four Freedoms Memorial” and to serve as a balance between the war memorials.",Monument,,,,monuments,"Bloomington, Indiana",39.16698011,-86.53417631,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Monroe County Courthouse",Image;StillImage,image/png,eng,
